Slekt	Art	PopulærnavnBokmål	PopulærnavnNynorsk
Juncus	atrofuscus	nordlig saltsiv	nordleg saltsiv
Juncus	gerardi	nordlig saltsiv	nordleg saltsiv
Juncus	gerardii	nordlig saltsiv	nordleg saltsiv
Honkenya	diffusa	nordlig strandarve	nordleg strandarve
Honckenya	diffusa	nordlig strandarve	nordleg strandarve
Honkenya	frigida	nordlig strandarve	nordleg strandarve
Honckenya	frigida	nordlig strandarve	nordleg strandarve
Honkenya	peploides	nordlig strandarve	nordleg strandarve
Honkenya	peploides	nordlig strandarve	nordleg strandarve
Honckenya	peploides	nordlig strandarve	nordleg strandarve
Honckenya	peploides	nordlig strandarve	nordleg strandarve
Halianthus	peploides	nordlig strandarve	nordleg strandarve
Arenaria	peploides	nordlig strandarve	nordleg strandarve
Matricaria	maritima	nordlig strandbalderbrå	nordleg strandbalderbrå
Tripleurospermum	maritimum	nordlig strandbalderbrå	nordleg strandbalderbrå
Tripleurospermum	subpolare	nordlig strandbalderbrå	nordleg strandbalderbrå
Lathyrus	aleuticus	nordlig strandflatbelg	nordleg strandskolm
Lathyrus	japonicus	nordlig strandflatbelg	nordleg strandskolm
Lathyrus	japonicus	nordlig strandflatbelg	nordleg strandskolm
Lathyrus	japonicus	nordlig strandflatbelg	nordleg strandskolm
Pisum	maritimum	nordlig strandflatbelg	nordleg strandskolm
Lathyrus	maritimus	nordlig strandflatbelg	nordleg strandskolm
Draba	cacuminum	nordlig tinderublom	nordleg tinderublom
Polygonum	arenastrum	nordlig tungras	nordleg tungras
Polygonum	aviculare	nordlig tungras	nordleg tungras
Polygonum	aviculare	nordlig tungras	nordleg tungras
Polygonum	boreale	nordlig tungras	nordleg tungras
Polygonum	heterophyllum	nordlig tungras	nordleg tungras
Carex	×saamica	nordlysstarr	nordlysstorr
Carex	rostrata	nordlysstarr	nordlysstorr
Carex	saamica	nordlysstarr	nordlysstorr
Carex	x saamica	nordlysstarr	nordlysstorr
Carex	xsaamica	nordlysstarr	nordlysstorr
Taraxacum	borea agg.	nordløvetenner	nordløvetenner
Abies	nordmanniana	nordmannsedelgran	nordmannsedelgran
Oenothera	scandinavica	nordnattlys	nordnattlys
Cakile	maritima	nordsjøreddik	nordsjøreddik
Cakile	maritima	nordsjøreddik	nordsjøreddik
Hieracium	alatum agg.	nordsjøsvever	nordsjøsvæver
Primula	stricta	normansnøkleblom	normansnøkleblom
Primula	stricta	normansnøkleblom	normansnøkleblom
Sagina	×normaniana	normanssmåarve	normanssmåarve
Sagina	media	normanssmåarve	normanssmåarve
Sagina	normaniana	normanssmåarve	normanssmåarve
Sagina	scotica	normanssmåarve	normanssmåarve
Sagina	x normaniana	normanssmåarve	normanssmåarve
Sagina	xnormaniana	normanssmåarve	normanssmåarve
Sorbus	aria	norsk asal	norsk asal
Sorbus	norvegica	norsk asal	norsk asal
Aria	obtusifolia	norsk asal	norsk asal
Rubus	nemoralis	norsk bjørnebær	norsk bjørnebær
Rubus	selmeri	norsk bjørnebær	norsk bjørnebær
Artemisia	norvegica	norsk malurt	norsk malurt
Alchemilla	norvegica	norsk marikåpe	norsk marikåpe
Potentilla	monspeliensis	norsk mure	norsk mure
Potentilla	norvegica	norsk mure	norsk mure
Potentilla	norvegica	norsk mure	norsk mure
Polygonum	norvegicum	norsk sandslirekne	norsk sandslirekne
Polygonum	raii	norsk sandslirekne	norsk sandslirekne
Polygonum	raii	norsk sandslirekne	norsk sandslirekne
Polygonum	raji	norsk sandslirekne	norsk sandslirekne
Polygonum	raji	norsk sandslirekne	norsk sandslirekne
Thymus	arcticus	norsk timian	norsk timian
Thymus	britannicus	norsk timian	norsk timian
Thymus	drucei	norsk timian	norsk timian
Thymus	polytrichus	norsk timian	norsk timian
Thymus	praecox	norsk timian	norsk timian
Thymus	praecox	norsk timian	norsk timian
Thymus	serpyllum	norsk timian	norsk timian
Thymus	serpyllum	norsk timian	norsk timian
Pyrola	grandiflora	norsk vintergrønn	norsk vintergrøn
Pyrola	intermedia	norsk vintergrønn	norsk vintergrøn
Pyrola	norvegica	norsk vintergrønn	norsk vintergrøn
Pyrola	rotundifolia	norsk vintergrønn	norsk vintergrøn
Pyrola	rotundifolia	norsk vintergrønn	norsk vintergrøn
Pyrola	rotundifolia	norsk vintergrønn	norsk vintergrøn
Carex	loliacea	nubbestarr	nubbestorr
Anisothecium	humile	nuddgrøftemose	nuddgrøftemose
Dicranella	humilis	nuddgrøftemose	nuddgrøftemose
Dicranella	rigidula	nuddgrøftemose	nuddgrøftemose
Dicranum	rigidulum	nuddgrøftemose	nuddgrøftemose
Anisothecium	rigidulum	nuddgrøftemose	nuddgrøftemose
Weissia	pusilla	nurkblygmose	nurkblygmose
Seligeria	pusilla	nurkblygmose	nurkblygmose
Rubus	nutkanus	nutkabær	nutkabær
Rubus	parviflorus	nutkabær	nutkabær
Cupressus	nootkatensis	nutkasypress	nutkasypress
Chamaecyparis	nootkatensis	nutkasypress	nutkasypress
Chamaecyparis	nutkaensis	nutkasypress	nutkasypress
Chamaecyparis	nutkaënsis	nutkasypress	nutkasypress
Chamaecyparis	nutkatensis	nutkasypress	nutkasypress
Campanula	bellardii	nyreklokke	nyreklokke
Campanula	cochlearifolia	nyreklokke	nyreklokke
Campanula	cochleariifolia	nyreklokke	nyreklokke
Campanula	pusilla	nyreklokke	nyreklokke
Alchemilla	murbeckiana	nyremarikåpe	nyremarikåpe
Alchemilla	vulgaris	nyremarikåpe	nyremarikåpe
Saxifraga	granulata	nyresildre	nyresildre
Jungermannia	bolanderi	nyresleivmose	nyresleivmose
Haplozia	breidleri	nyresleivmose	nyresleivmose
Aplozia	breidleri	nyresleivmose	nyresleivmose
Jungermannia	confertissima	nyresleivmose	nyresleivmose
Haplozia	confertissima	nyresleivmose	nyresleivmose
Aplozia	confertissima	nyresleivmose	nyresleivmose
Solenostoma	confertissimum	nyresleivmose	nyresleivmose
Solenostoma	levieri	nyresleivmose	nyresleivmose
Nardia	levieri	nyresleivmose	nyresleivmose
Jungermannia	levieri	nyresleivmose	nyresleivmose
Haplozia	levieri	nyresleivmose	nyresleivmose
Aplozia	levieri	nyresleivmose	nyresleivmose
Haplozia	lurida	nyresleivmose	nyresleivmose
Aplozia	lurida	nyresleivmose	nyresleivmose
Jungermannia	scalariformis	nyresleivmose	nyresleivmose
Jungermannia	scalariformis	nyresleivmose	nyresleivmose
Haplozia	scalariformis	nyresleivmose	nyresleivmose
Haplozia	scalariformis	nyresleivmose	nyresleivmose
Aplozia	scalariformis	nyresleivmose	nyresleivmose
Ranunculus	auricomus agg.	nyresoleier	nyresoleier
Dichondra	micrantha	nyrevindel	nyrevindel
Achillea	ptarmica	nyseryllik	nyseryllik
Ptarmica	vulgaris	nyseryllik	nyseryllik
Juncus	stygius	nøkkesiv	nykkesiv
Potamogeton	praelongus	nøkketjernaks	nykketjørnaks
Gilia	capitata	nøstegilia	nystegilia
Rumex	obovatus	nøstehøymol	nystehøymole
Trifolium	glomeratum	nøstekløver	nystekløver
Grimmia	anomala	nøsteknausing	nysteknausing
Dryptodon	anomalus	nøsteknausing	nysteknausing
Grimmia	hartmanii	nøsteknausing	nysteknausing
Sparganium	glomeratum	nøstepiggknopp	nystepiggknopp
Buxbaumia	foliosa	nøttemose	nøttemose
Diphyscium	foliosum	nøttemose	nøttemose
Diphyscium	foliosum	nøttemose	nøttemose
Diphyscium	sessile	nøttemose	nøttemose
Webera	sessilis	nøttemose	nøttemose
Seligeria	acutifolia	nålblygmose	nålblygmose
Seligeria	acutifolia	nålblygmose	nålblygmose
Seligeria	pusilla	nålblygmose	nålblygmose
Seligeria	pusilla	nålblygmose	nålblygmose
Arenaria	giesekii	nålearve	nålearve
Alsine	hirta	nålearve	nålearve
Alsine	hirta	nålearve	nålearve
Arenaria	propinqua	nålearve	nålearve
Tryphane	rubella	nålearve	nålearve
Minuartia	rubella	nålearve	nålearve
Arenaria	rubella	nålearve	nålearve
Alsine	rubella	nålearve	nålearve
Alsine	verna	nålearve	nålearve
Rubus	fissus	nålebjørnebær	nålebjørnebær
Rubus	nessensis	nålebjørnebær	nålebjørnebær
Rubus	scissus	nålebjørnebær	nålebjørnebær
Genista	anglica	nåleginst	nåleginst
Bartramia	gracilis	nåleputemose	nåleputemose
Plagiopus	oederi	nåleputemose	nåleputemose
Plagiopus	oederi	nåleputemose	nåleputemose
Plagiopus	oederi	nåleputemose	nåleputemose
Bartramia	oederi	nåleputemose	nåleputemose
Bartramia	oederi	nåleputemose	nåleputemose
Bartramia	oederi	nåleputemose	nåleputemose
Bartramia	oederi	nåleputemose	nåleputemose
Bartramia	oederi	nåleputemose	nåleputemose
Bartramia	oederiana	nåleputemose	nåleputemose
Plagiopus	oederianus	nåleputemose	nåleputemose
Scirpus	acicularis	nålesivaks	nålesivaks
Heleocharis	acicularis	nålesivaks	nålesivaks
Eleocharis	acicularis	nålesivaks	nålesivaks
Chamaecyparis	pisifera	nålesypress	nålesypress
Pilosella	polyteucha	oddasveve	oddasvæve
Hieracium	polyteuchum	oddasveve	oddasvæve
Orthotrichum	diaphanum	oddbustehette	oddbustehette
Dorcadion	diaphanum	oddbustehette	oddbustehette
Orthotrichum	glaucum	oddbustehette	oddbustehette
Dicranum	brevipilum	oddsåtemose	oddsåtemose
Campylopus	brevipilus	oddsåtemose	oddsåtemose
Campylopus	brevipilus	oddsåtemose	oddsåtemose
Campylopus	marginatulus	oddsåtemose	oddsåtemose
Campylopus	pelidnus	oddsåtemose	oddsåtemose
Trifolium	badium	okerkløver	okerkløver
Anchusa	officinalis	oksetunge	oksetunge
Sedum	spectabile	oktoberbergknapp	oktoberbergknapp
Hylotelephium	spectabile	oktoberbergknapp	oktoberbergknapp
Asplenium	septentrionale	olavsskjegg	olavsskjegg
Acrostichum	septentrionale	olavsskjegg	olavsskjegg
Pyrola	uniflora	olavsstake	olavsstake
Pirola	uniflora	olavsstake	olavsstake
Moneses	uniflora	olavsstake	olavsstake
Chimaphila	uniflora	olavsstake	olavsstake
Weissia	cribrosa	oldingmose	oldingmose
Grimmia	cribrosa	oldingmose	oldingmose
Coscinodon	cribrosus	oldingmose	oldingmose
Coscinodon	cribrosus	oldingmose	oldingmose
Grimmia	mardorfii	oldingmose	oldingmose
Coscinodon	pulvinatus	oldingmose	oldingmose
Camelina	glabrata	oljedodre	oljedodre
Camelina	pilosa	oljedodre	oljedodre
Camelina	sativa	oljedodre	oljedodre
Camelina	sativa	oljedodre	oljedodre
Alchemilla	oleosa	oljemarikåpe	oljemarikåpe
Nardia	macrostipa	oljetrappemose	oljetrappemose
Mesophylla	rotaeana	oljetrappemose	oljetrappemose
Alicularia	rotaeana	oljetrappemose	oljetrappemose
Nardia	scalaris	oljetrappemose	oljetrappemose
Nardia	scalaris	oljetrappemose	oljetrappemose
Nardia	scalaris	oljetrappemose	oljetrappemose
Nardia	scalaris	oljetrappemose	oljetrappemose
Nardia	scalaris	oljetrappemose	oljetrappemose
Mesophylla	scalaris	oljetrappemose	oljetrappemose
Jungermannia	scalaris	oljetrappemose	oljetrappemose
Alicularia	scalaris	oljetrappemose	oljetrappemose
Jungermannia	wallrothiana	oljetrappemose	oljetrappemose
Carduus	leiophyllus	olymptistel	olymptistel
Carduus	nutans	olymptistel	olymptistel
Carduus	nutans	olymptistel	olymptistel
Carduus	thoermeri	olymptistel	olymptistel
Webera	cruda	opalnikke	opalnikke
Webera	cruda	opalnikke	opalnikke
Webera	cruda	opalnikke	opalnikke
Webera	cruda	opalnikke	opalnikke
Webera	cruda	opalnikke	opalnikke
Polla	cruda	opalnikke	opalnikke
Pohlia	cruda	opalnikke	opalnikke
Pohlia	cruda	opalnikke	opalnikke
Pohlia	cruda	opalnikke	opalnikke
Pohlia	cruda	opalnikke	opalnikke
Pohlia	cruda	opalnikke	opalnikke
Pohlia	cruda	opalnikke	opalnikke
Mnium	crudum	opalnikke	opalnikke
Lamprophyllum	crudum	opalnikke	opalnikke
Hypnum	crudum	opalnikke	opalnikke
Bryum	crudum	opalnikke	opalnikke
Bryum	crudum	opalnikke	opalnikke
Bryum	crudum	opalnikke	opalnikke
Bryum	nitescens	opalnikke	opalnikke
Papaver	somniferum	opiumsvalmue	opiumsvalmue
Poa	arctica	oppdalsrapp	oppdalsrapp
Poa	arctica	oppdalsrapp	oppdalsrapp
Saxifraga	×opdalensis	oppdalssildre	oppdalssildre
Saxifraga	opdalensis	oppdalssildre	oppdalssildre
Saxifraga	x opdalensis	oppdalssildre	oppdalssildre
Saxifraga	xopdalensis	oppdalssildre	oppdalssildre
Pilosella	sclerochaeta	opplandssveve	opplandssvæve
Hieracium	sclerochaetum	opplandssveve	opplandssvæve
Frullania	oakesiana	oreblæremose	oreblæremose
Linaria	origanifolia	oreganotorskemunn	oreganotorskemunn
Chaenorrhinum	origanifolium	oreganotorskemunn	oreganotorskemunn
Chaenorhinum	origanifolium	oreganotorskemunn	oreganotorskemunn
Weissia	bruchii	oregullhette	oregullhette
Ulota	bruchii	oregullhette	oregullhette
Ulota	bruchii	oregullhette	oregullhette
Orthotrichum	bruchii	oregullhette	oregullhette
Ulota	crispa	oregullhette	oregullhette
Ulota	dilatata	oregullhette	oregullhette
Orthotrichum	dilatatum	oregullhette	oregullhette
Plagiothecium	latebricola	orejamnemose	orejamnemose
Plagiothecium	latebricola	orejamnemose	orejamnemose
Plagiotheciella	latebricola	orejamnemose	orejamnemose
Leskea	latebricola	orejamnemose	orejamnemose
Hypnum	latebricola	orejamnemose	orejamnemose
Oxyrrhynchium	hians	oremoldmose	oremoldmose
Oxyrrhynchium	hians	oremoldmose	oremoldmose
Hypnum	hians	oremoldmose	oremoldmose
Eurhynchium	hians	oremoldmose	oremoldmose
Oxyrrhynchium	praelongum	oremoldmose	oremoldmose
Hypnum	praelongum	oremoldmose	oremoldmose
Eurhynchium	praelongum	oremoldmose	oremoldmose
Eurhynchium	praelongum	oremoldmose	oremoldmose
Eurhynchium	praelongum	oremoldmose	oremoldmose
Oxyrrhynchium	swartzii	oremoldmose	oremoldmose
Hypnum	swartzii	oremoldmose	oremoldmose
Eurhynchium	swartzii	oremoldmose	oremoldmose
Hypnum	chloropterum	oremose	oremose
Hypnum	novae-angliae	oremose	oremose
Eurhynchium	novae-angliae	oremose	oremose
Bryhnia	novae-angliae	oremose	oremose
Brachythecium	novae-angliae	oremose	oremose
Bryhnia	pacifica	oremose	oremose
Bryhnia	scabrida	oremose	oremose
Hypnum	scabridum	oremose	oremose
Eurhynchium	scabridum	oremose	oremose
Sibbaldianthe	bifurca	orientgaffelmure	orientgaffelmure
Potentilla	bifurca	orientgaffelmure	orientgaffelmure
Potentilla	bifurca	orientgaffelmure	orientgaffelmure
Schistophyllidium	bifurcum	orientgaffelmure	orientgaffelmure
Potentilla	orientalis	orientgaffelmure	orientgaffelmure
Galega	orientalis	orientgeitvikke	orientgeitvikke
Pinus	orientalis	orientgran	orientgran
Picea	orientalis	orientgran	orientgran
Abies	orientalis	orientgran	orientgran
Rumex	patientia	orienthagesyre	orienthagesyre
Rumex	biformis	orienthøymol	orienthøymole
Rumex	odontocarpus	orienthøymol	orienthøymole
Rumex	stenophyllus	orienthøymol	orienthøymole
Lepidium	perfoliatum	orientkarse	orientkarse
Centaurea	orientalis	orientknoppurt	orientknoppurt
Anchusa	arvensis	orientkrokhals	orientkrokhals
Lycopsis	orientalis	orientkrokhals	orientkrokhals
Asperula	azulea	orientmyske	orientmyske
Asperula	azurea	orientmyske	orientmyske
Asperula	caerulea	orientmyske	orientmyske
Asperula	coerulea	orientmyske	orientmyske
Asperula	orientalis	orientmyske	orientmyske
Delphinium	ajacis	orientridderspore	orientriddarspore
Delphinium	orientale	orientridderspore	orientriddarspore
Consolida	orientalis	orientridderspore	orientriddarspore
Consolida	orientalis	orientridderspore	orientriddarspore
Sisymbrium	columnae	orientsennep	orientsennep
Sisymbrium	orientale	orientsennep	orientsennep
Silene	csereii	orientsmelle	orientsmelle
Oberna	csereii	orientsmelle	orientsmelle
Behenantha	csereii	orientsmelle	orientsmelle
Behen	csereii	orientsmelle	orientsmelle
Melilotus	indica	orientsteinkløver	orientsteinkløver
Melilotus	indicus	orientsteinkløver	orientsteinkløver
Melilotus	parviflora	orientsteinkløver	orientsteinkløver
Melilotus	parviflorus	orientsteinkløver	orientsteinkløver
Stachys	annua	orientsvinerot	orientsvinerot
Lamium	amplexicaule	orienttvetann	orienttvitann
Lamium	amplexicaule	orienttvetann	orienttvitann
Lamium	paczoskianum	orienttvetann	orienttvitann
Veronica	buxbaumii	orientveronika	orientveronika
Veronica	persica	orientveronika	orientveronika
Veronica	tournefortii	orientveronika	orientveronika
Vicia	bithynica	orientvikke	orientvikke
Sinapis	arvensis	orientåkersennep	orientåkersennep
Sinapis	arvensis	orientåkersennep	orientåkersennep
Sinapis	orientalis	orientåkersennep	orientåkersennep
Echium	vulgare	ormehode	ormehovud
Polygonum	bistorta	ormerot	ormrot
Polygonum	bistorta	ormerot	ormrot
Persicaria	bistorta	ormerot	ormrot
Bistorta	major	ormerot	ormrot
Bistorta	major	ormerot	ormrot
Bistorta	officinalis	ormerot	ormrot
Bistorta	officinalis	ormerot	ormrot
Bistorta	officinalis	ormerot	ormrot
Polystichum	filix-mas	ormetelg	ormetelg
Polypodium	filix-mas	ormetelg	ormetelg
Nephrodium	filix-mas	ormetelg	ormetelg
Lastrea	filix-mas	ormetelg	ormetelg
Dryopteris	filix-mas	ormetelg	ormetelg
Aspidium	filix-mas	ormetelg	ormetelg
Ophioglossum	vulgatum	ormetunge	ormetunge
Saxifraga	osloensis	oslosildre	oslosildre
Saxifraga	osloënsis	oslosildre	oslosildre
Populus	tremula	osp	osp
Stroemia	gymnostoma	ospebustehette	ospebustehette
Orthotrichum	gymnostomum	ospebustehette	ospebustehette
Dorcadion	gymnostomum	ospebustehette	ospebustehette
Brachythecium	amoenum	ospelundmose	ospelundmose
Sciuro-hypnum	populeum	ospelundmose	ospelundmose
Hypnum	populeum	ospelundmose	ospelundmose
Hypnum	populeum	ospelundmose	ospelundmose
Brachythecium	venturii	ospelundmose	ospelundmose
Hypnum	viride	ospelundmose	ospelundmose
Brachythecium	viride	ospelundmose	ospelundmose
Stereodon	brevifolius	ospemose	ospemose
Pylaisia	longifolia	ospemose	ospemose
Pylaisiella	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Pylaisia	polyantha	ospemose	ospemose
Leskea	polyantha	ospemose	ospemose
Stereodon	polyanthos	ospemose	ospemose
Stereodon	polyanthos	ospemose	ospemose
Stereodon	polyanthos	ospemose	ospemose
Hypnum	polyanthum	ospemose	ospemose
Hypnum	polyanthum	ospemose	ospemose
Hypnum	strigosum	ospemose	ospemose
Thedenia	suecica	ospemose	ospemose
Pylaisia	suecica	ospemose	ospemose
Pylaisia	suecica	ospemose	ospemose
Leskea	suecica	ospemose	ospemose
Stereodon	suecicus	ospemose	ospemose
Stereodon	suecicus	ospemose	ospemose
Trigonella	caerulea	ostekløver	ostekløver
Melilotus	caerulea	ostekløver	ostekløver
Melilotus	caeruleus	ostekløver	ostekløver
Trigonella	coerulea	ostekløver	ostekløver
Melilotus	coerulea	ostekløver	ostekløver
Melilotus	coeruleus	ostekløver	ostekløver
